case_type,location,urgency_level,budget,preferred_language,case_complexity_score,specialization,city,experience,success_rate,rating,consultation_fee,availability,match
Divorce,Bengaluru,5,10362,Bengali,0.052532244058781694,Tax,Delhi,5.133939549161993,0.6324699571742418,4.614665486629464,15147,1,0
Fraud,Delhi,3,27868,Marathi,0.18848065333426747,Criminal,Pune,13.369043631418371,0.7950645129862728,4.1665105696346725,16638,0,0
Tax,Hyderabad,4,25188,English,0.507907089750405,Family,Delhi,8.110260422398985,0.6855159633924505,4.4365734389105205,11873,1,0
Fraud,Chennai,4,16952,Telugu,0.2294237720861582,Criminal,Chennai,13.685070087075568,0.6234174186245078,3.9176480096342963,22759,1,1
Tax,Chennai,1,24260,English,0.5837629387729018,Criminal,Kolkata,3.0703050433552956,0.627702692345124,4.062219575144801,15916,1,0
Corporate,Pune,5,18736,English,0.37705911586536134,Civil,Hyderabad,0.0,0.9522657961685085,3.660525464705458,15664,1,0
Contract,Mumbai,3,11191,Hindi,0.4337908198734254,Criminal,Hyderabad,12.222938447704479,0.766870596529432,4.122703186060086,9017,0,0
Corporate,Chennai,5,11276,Bengali,0.22370576288189428,Family,Kolkata,6.902586540487254,0.8588564741613391,4.2518815343173,20027,0,0
Property,Pune,3,25243,Hindi,0.5158870709914327,Civil,Bengaluru,8.26334899883048,0.8379275043632117,3.3757881893086648,11283,1,1
Criminal,Mumbai,3,24828,Marathi,0.38751409447963914,Family,Pune,1.7921922549005718,0.6991230655017258,4.26445334701618,23199,1,0
Tax,Pune,4,21936,Kannada,0.45416563412558836,Criminal,Pune,8.6977678931468,0.8678173407357235,4.543859906333961,11226,1,0
Property,Pune,1,16867,Bengali,0.11172269236322056,Criminal,Bengaluru,9.059837248452627,0.7419547165283048,5.0,18221,1,0
Criminal,Chennai,4,18476,Tamil,0.4342773989773338,Tax,Delhi,8.111968107224621,0.9009359333434805,4.08651879373127,28886,1,0
Property,Kolkata,5,17395,Bengali,0.18550439464871873,Corporate,Delhi,11.351144083662414,0.7721450461138794,3.9155490024217787,22866,1,0
Criminal,Kolkata,4,6024,Telugu,0.5668432803673219,Tax,Bengaluru,11.944912055060907,0.23448788236086204,3.1009751837109407,20843,1,0
Criminal,Mumbai,1,20490,Marathi,0.4547675714673065,Civil,Hyderabad,14.316913978175378,0.5757212584159925,3.8537922398570865,20477,0,0
Corporate,Kolkata,4,24179,Marathi,0.4556929439115678,Family,Pune,8.369090426898977,0.5596784804334269,4.497938255808933,9802,1,0
Criminal,Hyderabad,1,20540,Tamil,0.27693431754634174,Tax,Bengaluru,16.47037505340539,0.643344023565687,3.962420650142463,15156,1,0
Property,Hyderabad,1,34153,Telugu,0.576527056911354,Family,Delhi,1.6050631652826768,0.4927714154372641,2.7204619377429013,15890,1,0
Divorce,Hyderabad,2,11963,Hindi,0.43798417005391105,Tax,Chennai,12.696241879379139,0.7870262301764129,3.916723124363307,21078,0,0
Divorce,Delhi,2,14711,English,0.773192159936399,Civil,Pune,8.237902029738658,0.799994891846721,4.056140594648276,23728,1,0
Corporate,Kolkata,1,21064,Tamil,0.69345412221308,Civil,Hyderabad,7.483763777295441,0.6791055683544973,4.142103502445093,17687,1,0
Tax,Bengaluru,1,21950,Telugu,0.4639893434456891,Family,Kolkata,5.793449722539207,0.7830920031268009,4.944419576948112,16408,0,0
Divorce,Bengaluru,4,4790,Hindi,0.41526992408789404,Civil,Delhi,10.760106603719262,0.5098110421343771,4.44316176249783,11246,0,0
Corporate,Hyderabad,3,24821,Marathi,0.5866149789860128,Family,Delhi,17.302426556977657,0.6803757421689438,3.6094529943950024,14253,1,0
Contract,Chennai,1,21986,Hindi,0.2861998024478195,Corporate,Mumbai,14.621320125618041,0.8833101518018327,4.03416695924245,22369,1,1
Property,Delhi,3,3044,Tamil,0.14435071881712683,Civil,Mumbai,12.544232690830821,0.7758733984463041,3.590340118833639,13867,1,0
Criminal,Chennai,4,19066,Tamil,0.7195638551120873,Civil,Delhi,7.33849417527169,0.6718714062543738,4.39625267362146,7911,0,0
Fraud,Mumbai,4,13531,Bengali,0.4595221923693037,Family,Kolkata,16.215745300108328,0.7195159238374228,4.038842576818622,17276,1,0
Criminal,Mumbai,2,16373,English,0.25949427030859906,Tax,Kolkata,10.13836273228473,0.6326031324726381,4.23850467973565,15829,1,0
Contract,Kolkata,1,9295,Marathi,0.40685581938436627,Family,Hyderabad,2.7865635681165477,0.7239430848613809,3.812320095294959,17693,0,0
Corporate,Chennai,5,23329,Kannada,0.42993903794121974,Family,Mumbai,3.9555617789852686,0.7744881098241588,3.0609792646335534,12590,1,0
Property,Delhi,4,34094,Marathi,0.3602953251489804,Tax,Hyderabad,16.118337580780654,0.625804655592118,4.156430170328955,9487,1,0
Corporate,Hyderabad,5,22120,Marathi,0.6556879439451391,Tax,Bengaluru,13.659893098545657,0.39729246798675133,4.328836805630379,14975,0,0
Criminal,Pune,2,3000,Marathi,0.30583698906513385,Criminal,Delhi,14.350481426379911,0.7349406783259828,4.8786285188875125,16777,1,0
Divorce,Chennai,1,22284,Tamil,0.6091178292423446,Family,Bengaluru,8.812183366148142,0.7487743983454213,4.189580209109207,23771,0,0
Criminal,Delhi,2,18442,Kannada,0.04359411780833918,Civil,Bengaluru,3.752208091155838,0.7703100724295959,3.9037420913559155,18048,1,0
Corporate,Bengaluru,2,11191,Telugu,0.15549510523783097,Civil,Kolkata,0.0,0.9817714323000201,5.0,17867,1,0
Criminal,Hyderabad,4,22828,Bengali,0.7611471413020369,Family,Kolkata,3.842782206574773,0.6744142467141144,3.9812076733293646,15647,1,0
Contract,Chennai,4,27038,Hindi,0.6839322243450747,Civil,Kolkata,0.6634611679721196,0.7446327168899988,3.7886407251355094,9967,1,0
Corporate,Kolkata,1,14652,Kannada,0.19191021556240528,Corporate,Chennai,19.64843106980038,0.8685268443383262,4.107298899285842,13373,1,1
Fraud,Chennai,3,6850,Hindi,0.27551072759391293,Civil,Delhi,5.224850410690466,0.8632036387775492,4.053036752477608,14169,1,0
Contract,Hyderabad,2,3906,Telugu,0.21863225017206644,Corporate,Pune,5.227609151271948,0.34463524704504356,3.699498518274801,23473,1,0
Divorce,Mumbai,4,14674,Bengali,0.47490057546259834,Corporate,Kolkata,5.190119065997628,0.5515089851446866,3.4348206048856054,7836,1,0
Contract,Hyderabad,2,18755,Hindi,0.2591740540591282,Civil,Mumbai,0.0,0.6751077554303163,4.124651485055746,16063,1,0
Divorce,Chennai,3,15871,Bengali,0.17709067086923624,Criminal,Delhi,0.0,0.7563910290711668,3.1476590500840613,9412,0,0
Contract,Delhi,4,14533,Marathi,0.3858649727443406,Corporate,Bengaluru,16.09495559711753,0.7137877380877146,3.8571210483384526,19074,0,1
Contract,Hyderabad,2,24543,Telugu,0.2464251331498321,Tax,Bengaluru,16.955502220838767,0.9395910752341003,3.8702850370267488,11215,1,0
Divorce,Bengaluru,1,23702,Telugu,0.27784482182989245,Corporate,Mumbai,13.969442268108605,0.7596985140999337,4.081368954374226,20072,1,0
Criminal,Mumbai,4,21596,English,0.4684608026669823,Criminal,Hyderabad,10.591452207020433,0.8132783738586788,4.189792509949475,20420,1,1
Fraud,Delhi,5,26531,Marathi,0.1926832847834595,Criminal,Kolkata,1.9572627886769505,0.7015641218038732,3.836472240911474,13522,1,1
Criminal,Kolkata,3,14749,Kannada,0.4921092465488797,Family,Pune,14.468793681292912,0.7887562924147217,3.9806873707205774,14044,1,0
Divorce,Hyderabad,5,11243,Bengali,0.6930098172455921,Corporate,Delhi,8.066412782942137,0.6063105190678318,4.212840790626303,14044,1,0
Property,Mumbai,1,15821,Telugu,0.2942780076012327,Corporate,Hyderabad,10.718634350590923,0.6789618433976846,4.028537336818455,12871,1,0
Corporate,Delhi,5,15269,Telugu,0.1480836031384824,Corporate,Pune,9.514084958686487,0.7030233036497665,3.6837897860592594,10499,1,1
Property,Chennai,5,3589,Kannada,0.5407437348021851,Tax,Mumbai,11.924882387884708,0.7781948515969852,4.123257989697325,18677,1,0
Fraud,Mumbai,2,15635,Telugu,0.386283681200606,Family,Delhi,12.907345949353696,0.6870122126877802,5.0,24094,0,0
Contract,Kolkata,1,28838,Telugu,0.5950102946657642,Criminal,Delhi,7.316494802623395,0.8053474891127269,4.165914933193446,18765,1,0
Property,Hyderabad,4,26406,Hindi,0.884324874325211,Civil,Bengaluru,13.258567745735728,0.6687267678365723,4.246110240267181,18701,1,1
Contract,Kolkata,5,24201,Bengali,0.2133028811669274,Corporate,Bengaluru,6.5696336708671375,0.4637068483003625,3.7657378630274847,15425,1,1
Divorce,Chennai,1,21052,Tamil,0.7305905870379501,Corporate,Bengaluru,13.104561368875647,0.8014077959348694,3.8572935826116996,16449,1,0
Property,Hyderabad,4,31591,Marathi,0.24249030977826244,Tax,Kolkata,13.232691371165078,0.7172999292511394,3.6869972325719935,12732,0,0
Contract,Hyderabad,5,11518,Kannada,0.40327104142807213,Corporate,Mumbai,0.0,0.8300397590223445,4.016717775973858,20148,0,0
Criminal,Hyderabad,1,12281,Kannada,0.2627585687045097,Corporate,Delhi,8.224322900781434,0.6927051353946343,4.5389133333801315,15834,1,0
Property,Delhi,3,28994,Telugu,0.38542904306611536,Criminal,Delhi,0.0,0.461175298548301,4.0118839164326205,19115,1,0
Fraud,Delhi,1,20220,Telugu,0.7337517647471723,Civil,Bengaluru,0.35215039319434105,0.5842803074227478,4.713135771642018,25056,1,0
Tax,Bengaluru,1,14630,Tamil,0.4907062392164091,Family,Mumbai,8.35468811284192,0.7596161317445488,4.126235811725964,17498,0,0
Tax,Delhi,3,24415,English,0.3006431352877075,Civil,Bengaluru,7.348002672631261,0.793572864397732,3.584181199364835,17325,1,0
Contract,Pune,2,16492,Tamil,0.2530718768908574,Criminal,Chennai,6.735624295106665,0.7277268667719946,4.1119270929720315,10890,1,0
Corporate,Delhi,1,13299,English,0.43572336100887055,Corporate,Bengaluru,11.329860333569462,0.8209730431251144,3.578937032159566,19086,1,0
Fraud,Mumbai,5,13077,Hindi,0.157614273404988,Corporate,Hyderabad,6.153694507078179,0.7036483961284149,3.634641475951324,11359,0,0
Contract,Mumbai,2,22572,Kannada,0.09731869833922126,Corporate,Bengaluru,2.204754961568052,0.7431223900697506,3.8921522385902416,18323,1,0
Contract,Delhi,5,21646,English,0.06924944545785273,Family,Kolkata,0.35330781450688864,0.9860958128567059,5.0,19779,0,0
Fraud,Pune,1,32133,English,0.5658424384270582,Family,Pune,0.0,0.7210270364117354,4.6242971890474465,20514,1,0
Divorce,Mumbai,3,17679,Hindi,0.7484281483545613,Family,Delhi,3.6437872110680773,0.8026614047166117,3.4254435186725707,20321,0,0
Property,Mumbai,4,17542,Marathi,0.06925248820722296,Civil,Delhi,4.307419968720472,0.6900906290950525,4.0417401040949565,13160,1,0
Tax,Kolkata,3,31517,Marathi,0.28413565211278774,Corporate,Chennai,15.121497897102351,0.7673738388285636,4.772573601454342,8884,0,0
Fraud,Bengaluru,3,27885,English,0.25135885468468483,Tax,Hyderabad,8.89270576445903,0.9010045844652174,4.392604374664167,20918,1,0
Corporate,Mumbai,4,21159,Hindi,0.6311598657320001,Criminal,Mumbai,2.9387078345552524,0.60028005402387,4.05480449328979,18967,1,0
Corporate,Kolkata,1,7511,English,0.4791100040424412,Criminal,Hyderabad,12.23541403704802,0.9282381132708039,3.0246487350740003,8460,1,0
Criminal,Mumbai,5,13505,English,0.42465091943759375,Tax,Delhi,12.049315838195328,0.9198622069236431,3.4367931527761706,25111,1,0
Divorce,Mumbai,4,11567,Bengali,0.6293861788119068,Criminal,Pune,5.86515045015682,0.7490573662671143,3.9849529080095567,17726,1,0
Divorce,Chennai,4,20291,Telugu,0.7601159792966907,Civil,Kolkata,14.439934302520907,0.6945525965739394,4.728023335791699,17389,0,0
Property,Bengaluru,3,15933,Marathi,0.21524913116138636,Criminal,Chennai,13.230087806096009,0.46927575114321823,4.927566855306419,7482,0,0
Corporate,Mumbai,2,32823,Kannada,0.380731024598583,Tax,Bengaluru,6.492401382732904,0.873740719270621,3.7761928477634,7609,1,0
Contract,Pune,3,7428,Tamil,0.2595654458011193,Civil,Kolkata,7.812928354795751,0.8093768309428452,4.622360148199729,21745,1,0
Corporate,Mumbai,4,10709,Marathi,0.5597889588591493,Family,Chennai,6.299280785382442,0.8898602389035906,3.6122959805568566,18713,1,0
Corporate,Pune,5,21957,Hindi,0.3828196366240669,Corporate,Chennai,10.77141275753145,0.8224713900591123,4.446629795665933,24714,1,1
Tax,Hyderabad,5,24171,Telugu,0.09132246457361956,Criminal,Bengaluru,0.0,0.5829935647021179,2.694744189680999,23870,0,0
Property,Chennai,1,3000,Telugu,0.36776875069049686,Criminal,Hyderabad,12.786981680911218,0.6321784025523232,3.4644309822741706,6309,1,0
Contract,Bengaluru,1,6116,Kannada,0.1708361273218062,Family,Chennai,0.8922476792799419,0.6791698200268558,3.42705735708874,10712,1,0
Corporate,Mumbai,5,17891,Hindi,0.7221710689402537,Civil,Chennai,4.810690344917965,0.8020653271376108,3.150493564813427,8865,1,0
Corporate,Bengaluru,2,30848,Marathi,0.2254700035060318,Criminal,Mumbai,18.55288450435118,0.6473753116214438,4.222863139314655,4480,1,0
Criminal,Bengaluru,3,35102,Marathi,0.5709665110019412,Corporate,Chennai,6.452805604825449,0.6424452615386776,3.5212679513076246,17326,1,0
Property,Bengaluru,1,16684,Bengali,0.3867296182960831,Civil,Delhi,9.900457126505511,0.7895713639603195,3.488407650618512,4033,1,1
Tax,Delhi,1,18634,Bengali,0.6254810712989382,Corporate,Bengaluru,10.270127563845755,0.7697248450794703,4.027812254641069,16659,0,0
Fraud,Pune,3,13305,Kannada,0.49012634035758507,Civil,Chennai,9.982233145935723,0.8074030970558768,3.323352544510305,23562,0,0
Corporate,Pune,4,25065,Marathi,0.41460339323115897,Civil,Delhi,6.062064251746262,0.7721627816416281,3.3249960071244806,13682,1,0
Corporate,Delhi,4,32228,Kannada,0.5493817262818669,Criminal,Pune,10.430590315631942,0.9311389995787807,4.366257031833176,23810,0,0
Criminal,Pune,5,30048,Bengali,0.2836361639973611,Civil,Pune,7.8532639165723355,0.8706081764813142,4.366123420960256,20832,1,0
Corporate,Kolkata,1,19767,English,0.18931271619829626,Corporate,Hyderabad,0.0,0.7331651043332379,4.755705854804556,12574,1,1
Property,Pune,2,13291,Hindi,0.22183952241443713,Civil,Bengaluru,2.3895054164132086,0.8091004966185885,4.7285299971001145,20338,0,0
Divorce,Pune,3,20065,Telugu,0.11221991309077296,Family,Delhi,7.379956919088311,0.8843738271202567,3.3942688502500395,23286,1,0
Fraud,Pune,3,31046,Kannada,0.3304968047953934,Criminal,Hyderabad,10.804858077320453,0.8055489061577379,4.10334582371833,34617,1,1
Criminal,Pune,1,16795,Bengali,0.5000596434143331,Criminal,Hyderabad,10.881246264181064,0.8497379601663843,4.993398556568668,16418,1,1
Divorce,Delhi,3,5476,English,0.6701513270970524,Corporate,Mumbai,9.11714551427474,0.7676708389178742,4.546564385979907,17216,1,0
Tax,Pune,5,17119,Hindi,0.7169371813379275,Corporate,Bengaluru,8.196162843970958,0.8009988675300761,3.447373641900294,26039,0,0
Corporate,Mumbai,1,17767,Bengali,0.5226460635515007,Criminal,Chennai,7.529976750073935,0.7831030391339336,4.397915712436344,15171,1,0
Divorce,Delhi,5,5429,Telugu,0.32726979194696565,Criminal,Mumbai,9.811462453713181,0.8979569239641979,3.6544964144389054,20940,1,0
Fraud,Kolkata,3,21856,English,0.6625055003737671,Criminal,Pune,3.318356392923736,0.735203368467013,3.907126507693791,15974,1,0
Corporate,Mumbai,3,24048,Kannada,0.1414874367900687,Tax,Delhi,8.356931254782227,0.9175101751848812,4.359822746294311,18893,0,0
Fraud,Pune,4,34879,Bengali,0.27353836954762345,Criminal,Kolkata,12.613043644247067,0.552393124183977,4.370372723712143,5686,1,1
Divorce,Delhi,4,9340,Bengali,0.20397417850971186,Family,Delhi,8.670303081116787,0.6873589519757924,3.9090713483270276,21135,1,0
Contract,Mumbai,4,25844,Marathi,0.2986179835788254,Corporate,Bengaluru,3.191823377475629,0.6017791293131354,3.1154000827937844,12447,1,0
Contract,Hyderabad,1,27734,English,0.5562116794059697,Criminal,Delhi,3.113928625969593,0.6019775568922875,3.9039255739596785,25445,1,0
Divorce,Chennai,2,24156,English,0.17823691587104198,Corporate,Delhi,14.537116215603874,0.6533140358046696,4.118007279144298,8429,1,0
Property,Chennai,5,11945,Bengali,0.21270156771359972,Civil,Chennai,7.400631362913945,0.8388146661062511,2.80103336098033,22621,1,0
Property,Chennai,1,11480,Kannada,0.09604310155173605,Corporate,Chennai,0.8558994029102536,0.8581514063919812,3.851521818478083,19845,1,0
Contract,Hyderabad,4,20777,Hindi,0.37821931906703,Civil,Hyderabad,3.0185850927885483,0.6774969718962842,3.6104997387555566,20358,0,0
Criminal,Mumbai,3,20721,Telugu,0.26973565187037757,Family,Kolkata,0.0,0.7637246318969108,3.8240663788613465,20485,0,0
Criminal,Hyderabad,1,15524,Bengali,0.5155577951061016,Criminal,Pune,0.0,0.40011603777477966,3.7526259354551286,7285,1,1
Tax,Delhi,1,30333,Bengali,0.20918402479550774,Tax,Chennai,9.482746967384657,0.8186624740049269,2.9421336283798274,19565,1,1
Criminal,Kolkata,5,16793,Bengali,0.7758092248961068,Corporate,Chennai,5.092222078477698,0.6279597106377528,3.7412243189264176,18331,1,0
Fraud,Mumbai,1,4850,Tamil,0.5118808005025607,Corporate,Bengaluru,1.8678906811703717,0.6005065314611838,3.722142110686509,16163,0,0
Divorce,Bengaluru,1,18207,Marathi,0.8103086680794016,Tax,Chennai,14.191066710826412,0.6546118330445884,4.29471015487584,10729,1,0
Contract,Hyderabad,1,23842,English,0.6901321898689222,Criminal,Delhi,6.559638256080463,0.5068476969256305,3.2189541216282915,9087,1,0
Tax,Chennai,4,22735,Bengali,0.19571957843520738,Civil,Mumbai,8.127818016412485,0.7455245691786161,4.085453860758308,10846,1,0
Tax,Kolkata,5,22673,Hindi,0.6113207318680316,Corporate,Mumbai,11.695841063745998,0.7209361338834989,3.418091013220086,10394,1,0
Property,Delhi,1,31951,Bengali,0.1354462393630732,Family,Hyderabad,0.4882750330015746,0.8559626341582205,4.365448845541971,18458,1,0
Property,Mumbai,4,11081,English,0.2949624388664769,Corporate,Hyderabad,1.5532600235810623,0.46433908188597167,4.648321837524885,14984,0,0
Divorce,Chennai,4,16610,Bengali,0.242100784239575,Corporate,Bengaluru,8.107129831635493,0.8485380265242479,4.792418579431378,15113,1,0
Divorce,Mumbai,2,32360,Tamil,0.49016562154509385,Civil,Chennai,0.0,0.6892287955037949,5.0,23803,1,0
Corporate,Kolkata,1,4261,Tamil,0.5270199632910673,Criminal,Chennai,18.162058529677815,0.6162354741112497,2.3390290552701556,16831,1,0
Corporate,Pune,3,19570,Kannada,0.181744095422309,Tax,Pune,9.898224075710704,0.707654542352065,3.6214709436902144,18477,1,0
Fraud,Bengaluru,1,29831,Tamil,0.18317409770429863,Corporate,Delhi,7.403643916776672,0.5030221408304182,4.702205934141665,20428,1,0
Fraud,Bengaluru,1,29712,Bengali,0.6227740549233354,Civil,Delhi,10.36124153838641,0.821159846510407,3.470380308967526,21905,1,0
Criminal,Bengaluru,3,25280,English,0.5352653918899094,Corporate,Chennai,11.263911306611437,0.5774307129143561,4.925758148413985,22798,1,0
Corporate,Pune,5,25483,Kannada,0.7857186527872743,Family,Chennai,9.637840993109876,0.6649970132260256,4.138911137141429,18057,0,0
Criminal,Chennai,5,11671,Hindi,0.28123665337426074,Criminal,Bengaluru,12.086386508911666,0.8987600884919661,4.211011567773197,19410,1,0
Tax,Kolkata,4,30985,English,0.3195629839171746,Civil,Kolkata,13.818862663704742,0.7166403525930205,3.737453473332181,19452,1,0
Fraud,Delhi,2,10399,Kannada,0.2963997210464084,Corporate,Chennai,16.69021863356291,0.8021954985208721,4.719137000466747,19318,1,0
Property,Hyderabad,2,10876,Kannada,0.18183686278188438,Criminal,Hyderabad,3.802492567908865,0.8921029174004952,4.569418424087358,1000,0,0
Tax,Bengaluru,4,23102,English,0.3438164639372097,Criminal,Chennai,1.744477965803866,0.8348564486824059,4.21340518969701,11699,0,0
Contract,Bengaluru,1,16055,Marathi,0.26063358943524695,Corporate,Mumbai,1.733837020519645,0.6837194175261508,2.7812999978707404,23928,1,0
Fraud,Kolkata,3,21653,Bengali,0.20232065086414752,Criminal,Kolkata,9.028546922365265,0.6293457260020784,3.4576719742767597,17699,1,1
Contract,Delhi,4,23446,Kannada,0.4318071142729689,Family,Chennai,0.0,0.8951497945229729,2.597282198668238,22689,1,0
Corporate,Delhi,5,34224,Hindi,0.12419720959188836,Tax,Bengaluru,0.9707687498066839,0.6405624988266487,4.628567906772494,15299,1,0
Tax,Chennai,1,23469,English,0.32589223165590087,Corporate,Chennai,10.622508759161963,0.9199178657344637,4.753539879366636,17301,1,0
Property,Delhi,2,15051,English,0.4660209051658772,Civil,Mumbai,5.552700924362894,0.7035847979231724,3.8255253094563995,11420,1,1
Tax,Pune,2,25411,Kannada,0.875017602899034,Family,Mumbai,7.258616402488778,0.7785354447769767,4.086155931886837,17142,1,0
Tax,Delhi,3,13345,Hindi,0.2745371003157181,Criminal,Mumbai,15.975716410323239,0.8419907981137498,3.9289575568835526,20468,0,0
